"words: ('PREFIX_ou',), tags: ('RP',)",63
"words: ('PREFIX_out',), tags: ('RP',)",63
"words: ('SUFFIX_t',), tags: ('RP',)",65
"words: ('SUFFIX_ut',), tags: ('RP',)",65
"words: ('SUFFIX_out',), tags: ('RP',)",65
"words: ('out',), tags: ('RP',)",63
"words: (), tags: ('RP',)",664
"words: ('Is_alnum',), tags: ('RP',)",332
"words: ('Length_2-4',), tags: ('RP',)",154
"words: (), tags: ('VBG', 'RP')",64
"words: (), tags: ('RB', 'VBG', 'RP')",9
"words: ('PREFIX_t',), tags: ('DT',)",5845
"words: ('PREFIX_th',), tags: ('DT',)",5845
"words: ('PREFIX_the',), tags: ('DT',)",5379
"words: ('SUFFIX_the',), tags: ('DT',)",5320
"words: ('the',), tags: ('DT',)",5320
"words: ('out',), tags: ('RP', 'DT')",12
"words: (), tags: ('RP', 'DT')",67
"words: (), tags: ('VBG', 'RP', 'DT')",18
"words: ('PREFIX_d',), tags: ('NNS',)",416
"words: ('PREFIX_de',), tags: ('NNS',)",162
"words: ('PREFIX_det',), tags: ('NNS',)",12
"words: ('PREFIX_deta',), tags: ('NNS',)",11
"words: ('SUFFIX_s',), tags: ('NNS',)",7267
"words: ('SUFFIX_ls',), tags: ('NNS',)",335
"words: ('SUFFIX_ils',), tags: ('NNS',)",12
"words: ('SUFFIX_ails',), tags: ('NNS',)",11
"words: ('details',), tags: ('NNS',)",11
"words: (), tags: ('NNS',)",15252
"words: ('the',), tags: ('DT', 'NNS')",455
"words: ('Is_alnum',), tags: ('NNS',)",7553
"words: ('Length_6-8',), tags: ('NNS',)",1982
"words: (), tags: ('DT', 'NNS')",774
"words: (), tags: ('RP', 'DT', 'NNS')",5
"words: ('PREFIX_w',), tags: ('IN',)",729
"words: ('PREFIX_wi',), tags: ('IN',)",624
"words: ('PREFIX_wit',), tags: ('IN',)",624
"words: ('PREFIX_with',), tags: ('IN',)",624
"words: ('SUFFIX_h',), tags: ('IN',)",744
"words: ('SUFFIX_th',), tags: ('IN',)",594
"words: ('SUFFIX_ith',), tags: ('IN',)",591
"words: ('SUFFIX_with',), tags: ('IN',)",566
"words: ('with',), tags: ('IN',)",566
"words: (), tags: ('IN',)",25638
"words: ('details',), tags: ('NNS', 'IN')",6
"words: ('Is_alnum',), tags: ('IN',)",12818
"words: ('Length_2-4',), tags: ('IN',)",3562
"words: (), tags: ('NNS', 'IN')",1912
"words: (), tags: ('DT', 'NNS', 'IN')",192
"words: ('PREFIX_b',), tags: ('NN',)",738
"words: ('PREFIX_ba',), tags: ('NN',)",207
"words: ('PREFIX_ban',), tags: ('NN',)",96
"words: ('PREFIX_bank',), tags: ('NN',)",91
"words: ('SUFFIX_k',), tags: ('NN',)",564
"words: ('SUFFIX_nk',), tags: ('NN',)",86
"words: ('SUFFIX_ank',), tags: ('NN',)",68
"words: ('SUFFIX_bank',), tags: ('NN',)",65
"words: ('bank',), tags: ('NN',)",63
"words: (), tags: ('NN',)",33878
"words: ('with',), tags: ('IN', 'NN')",57
"words: ('Is_alnum',), tags: ('NN',)",15987
"words: ('Length_2-4',), tags: ('NN',)",3599
"words: (), tags: ('IN', 'NN')",1352
"words: (), tags: ('NNS', 'IN', 'NN')",232
"words: ('PREFIX_t',), tags: ('NN',)",871
"words: ('PREFIX_tr',), tags: ('NN',)",309
"words: ('PREFIX_tra',), tags: ('NN',)",245
"words: ('PREFIX_trad',), tags: ('NN',)",186
"words: ('SUFFIX_e',), tags: ('NN',)",3288
"words: ('SUFFIX_de',), tags: ('NN',)",98
"words: ('SUFFIX_ade',), tags: ('NN',)",60
"words: ('SUFFIX_rade',), tags: ('NN',)",40
"words: ('trade',), tags: ('NN',)",36
"words: ('bank',), tags: ('NN', 'NN')",14
"words: ('Length_4-6',), tags: ('NN',)",4810
"words: (), tags: ('NN', 'NN')",2158
"words: (), tags: ('IN', 'NN', 'NN')",188
"words: ('PREFIX_a',), tags: ('NNS',)",409
"words: ('PREFIX_as',), tags: ('NNS',)",47
"words: ('PREFIX_ass',), tags: ('NNS',)",44
"words: ('PREFIX_asso',), tags: ('NNS',)",4
"words: ('SUFFIX_ns',), tags: ('NNS',)",659
"words: ('SUFFIX_ons',), tags: ('NNS',)",459
"words: ('SUFFIX_ions',), tags: ('NNS',)",421
"words: ('trade',), tags: ('NN', 'NNS')",7
"words: ('Length_10-12',), tags: ('NNS',)",533
"words: (), tags: ('NN', 'NNS')",1291
"words: (), tags: ('NN', 'NN', 'NNS')",97
"words: ('PREFIX_a',), tags: ('CC',)",2056
"words: ('PREFIX_an',), tags: ('CC',)",2056
"words: ('PREFIX_and',), tags: ('CC',)",2056
"words: ('SUFFIX_d',), tags: ('CC',)",2105
"words: ('SUFFIX_nd',), tags: ('CC',)",2105
"words: ('SUFFIX_and',), tags: ('CC',)",2056
"words: ('and',), tags: ('CC',)",2056
"words: (), tags: ('CC',)",5962
"words: ('Is_alnum',), tags: ('CC',)",2824
"words: ('Length_2-4',), tags: ('CC',)",2537
"words: (), tags: ('NNS', 'CC')",454
"words: (), tags: ('NN', 'NNS', 'CC')",100
"words: ('and', 'the'), tags: ('CC', 'DT')",133
"words: ('and',), tags: ('CC', 'DT')",213
"words: (), tags: ('CC', 'DT')",338
"words: (), tags: ('NNS', 'CC', 'DT')",40
"words: ('PREFIX_o',), tags: ('JJ',)",422
"words: ('PREFIX_ot',), tags: ('JJ',)",168
"words: ('PREFIX_oth',), tags: ('JJ',)",168
"words: ('PREFIX_othe',), tags: ('JJ',)",168
"words: ('SUFFIX_r',), tags: ('JJ',)",632
"words: ('SUFFIX_er',), tags: ('JJ',)",325
"words: ('SUFFIX_her',), tags: ('JJ',)",204
"words: ('SUFFIX_ther',), tags: ('JJ',)",203
"words: ('other',), tags: ('JJ',)",168
"words: (), tags: ('JJ',)",15706
"words: ('the', 'other'), tags: ('DT', 'JJ')",12
"words: ('the',), tags: ('DT', 'JJ')",1082
"words: ('and', 'the'), tags: ('CC', 'DT', 'JJ')",22
"words: ('Is_alnum',), tags: ('JJ',)",6877
"words: ('Length_4-6',), tags: ('JJ',)",2039
"words: (), tags: ('DT', 'JJ')",2370
"words: (), tags: ('CC', 'DT', 'JJ')",77
"words: ('PREFIX_g',), tags: ('NN',)",518
"words: ('PREFIX_go',), tags: ('NN',)",148
"words: ('PREFIX_gov',), tags: ('NN',)",124
"words: ('PREFIX_gove',), tags: ('NN',)",124
"words: ('SUFFIX_t',), tags: ('NN',)",2725
"words: ('SUFFIX_nt',), tags: ('NN',)",969
"words: ('SUFFIX_ent',), tags: ('NN',)",798
"words: ('SUFFIX_ment',), tags: ('NN',)",588
"words: ('government',), tags: ('NN',)",122
"words: ('other',), tags: ('JJ', 'NN')",24
"words: ('the', 'other'), tags: ('DT', 'JJ', 'NN')",4
"words: ('Length_8-10',), tags: ('NN',)",2223
"words: (), tags: ('JJ', 'NN')",3498
"words: (), tags: ('DT', 'JJ', 'NN')",1590
"words: ('PREFIX_ag',), tags: ('NNS',)",26
"words: ('PREFIX_age',), tags: ('NNS',)",14
"words: ('PREFIX_agen',), tags: ('NNS',)",13
"words: ('SUFFIX_es',), tags: ('NNS',)",2203
"words: ('SUFFIX_ies',), tags: ('NNS',)",480
"words: ('SUFFIX_cies',), tags: ('NNS',)",33
"words: ('government',), tags: ('NN', 'NNS')",13
"words: (), tags: ('JJ', 'NN', 'NNS')",290
"words: ('PREFIX_t',), tags: ('WDT',)",277
"words: ('PREFIX_th',), tags: ('WDT',)",277
"words: ('PREFIX_tha',), tags: ('WDT',)",277
"words: ('PREFIX_that',), tags: ('WDT',)",277
"words: ('SUFFIX_t',), tags: ('WDT',)",285
"words: ('SUFFIX_at',), tags: ('WDT',)",285
"words: ('SUFFIX_hat',), tags: ('WDT',)",285
"words: ('SUFFIX_that',), tags: ('WDT',)",277
"words: ('that',), tags: ('WDT',)",277
"words: (), tags: ('WDT',)",1188
"words: ('Is_alnum',), tags: ('WDT',)",594
"words: ('Length_2-4',), tags: ('WDT',)",285
"words: (), tags: ('NNS', 'WDT')",99
"words: (), tags: ('NN', 'NNS', 'WDT')",23
"words: ('PREFIX_h',), tags: ('VBP',)",267
"words: ('PREFIX_ha',), tags: ('VBP',)",259
"words: ('PREFIX_hav',), tags: ('VBP',)",257
"words: ('PREFIX_have',), tags: ('VBP',)",257
"words: ('SUFFIX_e',), tags: ('VBP',)",1045
"words: ('SUFFIX_ve',), tags: ('VBP',)",325
"words: ('SUFFIX_ave',), tags: ('VBP',)",259
"words: ('SUFFIX_have',), tags: ('VBP',)",257
"words: ('have',), tags: ('VBP',)",257
"words: (), tags: ('VBP',)",3238
"words: ('that', 'have'), tags: ('WDT', 'VBP')",12
"words: ('that',), tags: ('WDT', 'VBP')",60
"words: ('Is_alnum',), tags: ('VBP',)",1538
"words: ('Length_2-4',), tags: ('VBP',)",1151
"words: (), tags: ('WDT', 'VBP')",82
"words: (), tags: ('NNS', 'WDT', 'VBP')",50
"words: ('PREFIX_a',), tags: ('DT',)",3058
"words: ('SUFFIX_a',), tags: ('DT',)",2413
"words: ('a',), tags: ('DT',)",2413
"words: ('have', 'a'), tags: ('VBP', 'DT')",9
"words: ('have',), tags: ('VBP', 'DT')",20
"words: ('Length_1-1',), tags: ('DT',)",2512
"words: (), tags: ('VBP', 'DT')",187
"words: (), tags: ('WDT', 'VBP', 'DT')",15
"words: ('PREFIX_h',), tags: ('NN',)",276
"words: ('PREFIX_ha',), tags: ('NN',)",65
"words: ('PREFIX_han',), tags: ('NN',)",23
"words: ('PREFIX_hand',), tags: ('NN',)",23
"words: ('SUFFIX_d',), tags: ('NN',)",741
"words: ('SUFFIX_nd',), tags: ('NN',)",297
"words: ('SUFFIX_and',), tags: ('NN',)",67
"words: ('SUFFIX_hand',), tags: ('NN',)",13
"words: ('hand',), tags: ('NN',)",13
"words: ('a',), tags: ('DT', 'NN')",1164
"words: ('have', 'a'), tags: ('VBP', 'DT', 'NN')",3
"words: (), tags: ('DT', 'NN')",4934
"words: (), tags: ('VBP', 'DT', 'NN')",74
"words: ('PREFIX_i',), tags: ('IN',)",2183
"words: ('PREFIX_in',), tags: ('IN',)",2088
"words: ('SUFFIX_n',), tags: ('IN',)",3224
"words: ('SUFFIX_in',), tags: ('IN',)",1994
"words: ('in',), tags: ('IN',)",1969
"words: ('hand',), tags: ('NN', 'IN')",5
"words: ('Length_1-2',), tags: ('IN',)",7715
"words: (), tags: ('NN', 'IN')",4224
"words: (), tags: ('DT', 'NN', 'IN')",1423
"words: ('PREFIX_f',), tags: ('VBG',)",103
"words: ('PREFIX_fi',), tags: ('VBG',)",27
"words: ('PREFIX_figh',), tags: ('VBG',)",5
"words: ('SUFFIX_ting',), tags: ('VBG',)",339
"words: ('in',), tags: ('IN', 'VBG')",49
"words: (), tags: ('IN', 'VBG')",429
"words: (), tags: ('NN', 'IN', 'VBG')",152
"words: ('PREFIX_m',), tags: ('NN',)",981
"words: ('PREFIX_mo',), tags: ('NN',)",249
"words: ('PREFIX_mon',), tags: ('NN',)",150
"words: ('PREFIX_mone',), tags: ('NN',)",65
"words: ('SUFFIX_y',), tags: ('NN',)",1752
"words: ('SUFFIX_ey',), tags: ('NN',)",86
"words: ('SUFFIX_ney',), tags: ('NN',)",80
"words: ('SUFFIX_oney',), tags: ('NN',)",61
"words: ('money',), tags: ('NN',)",61
"words: (), tags: ('VBG', 'NN')",246
"words: (), tags: ('IN', 'VBG', 'NN')",52
"words: ('PREFIX_l',), tags: ('NN',)",406
"words: ('PREFIX_la',), tags: ('NN',)",93
"words: ('PREFIX_laun',), tags: ('NN',)",4
"words: ('SUFFIX_g',), tags: ('NN',)",899
"words: ('SUFFIX_ng',), tags: ('NN',)",856
"words: ('SUFFIX_ing',), tags: ('NN',)",843
"words: ('SUFFIX_ring',), tags: ('NN',)",103
"words: ('money',), tags: ('NN', 'NN')",8
"words: (), tags: ('VBG', 'NN', 'NN')",23
"words: ('PREFIX_.',), tags: ('.',)",4914
"words: ('SUFFIX_.',), tags: ('.',)",4914
"words: ('.',), tags: ('.',)",4914
"words: (), tags: ('.',)",9924
"words: ('Has_pun',), tags: ('.',)",4962
"words: ('Length_1-1',), tags: ('.',)",4962
"words: (), tags: ('NN', '.')",1875
"words: (), tags: ('NN', 'NN', '.')",315
"words: ('PREFIX_┬',), tags: ('┬─┬',)",5000
"words: ('PREFIX_┬─',), tags: ('┬─┬',)",5000
"words: ('PREFIX_┬─┬',), tags: ('┬─┬',)",5000
"words: ('SUFFIX_┬',), tags: ('┬─┬',)",5000
"words: ('SUFFIX_─┬',), tags: ('┬─┬',)",5000
"words: ('SUFFIX_┬─┬',), tags: ('┬─┬',)",5000
"words: ('┬─┬',), tags: ('┬─┬',)",5000
"words: (), tags: ('┬─┬',)",10000
"words: ('.', '┬─┬'), tags: ('.', '┬─┬')",4596
"words: ('.',), tags: ('.', '┬─┬')",4596
"words: ('Has_pun',), tags: ('┬─┬',)",5000
"words: ('Length_2-4',), tags: ('┬─┬',)",5000
"words: (), tags: ('.', '┬─┬')",4627
"words: (), tags: ('NN', '.', '┬─┬')",1748
"words: ('Starts_Capital',), tags: ('IN',)",713
"words: ('PREFIX_A',), tags: ('IN',)",134
"words: ('PREFIX_Amo',), tags: ('IN',)",14
"words: ('PREFIX_Amon',), tags: ('IN',)",14
"words: ('SUFFIX_g',), tags: ('IN',)",122
"words: ('SUFFIX_ng',), tags: ('IN',)",122
"words: ('SUFFIX_ong',), tags: ('IN',)",65
"words: ('SUFFIX_mong',), tags: ('IN',)",51
"words: ('Among',), tags: ('IN',)",14
"words: ('┻━┻', 'Among'), tags: ('┻━┻', 'IN')",14
"words: ('┻━┻',), tags: ('┻━┻', 'IN')",665
"words: ('┻━┻', '┻━┻', 'Among'), tags: ('┻━┻', '┻━┻', 'IN')",14
"words: ('┻━┻', '┻━┻'), tags: ('┻━┻', '┻━┻', 'IN')",665
"words: ('Length_4-6',), tags: ('IN',)",1008
"words: (), tags: ('┻━┻', 'IN')",665
"words: (), tags: ('┻━┻', '┻━┻', 'IN')",665
"words: ('Among', 'the'), tags: ('IN', 'DT')",10
"words: ('Among',), tags: ('IN', 'DT')",11
"words: ('┻━┻', 'Among', 'the'), tags: ('┻━┻', 'IN', 'DT')",10
"words: ('┻━┻', 'Among'), tags: ('┻━┻', 'IN', 'DT')",11
"words: (), tags: ('IN', 'DT')",4162
"words: (), tags: ('┻━┻', 'IN', 'DT')",279
"words: ('PREFIX_p',), tags: ('NNS',)",808
"words: ('PREFIX_po',), tags: ('NNS',)",95
"words: ('PREFIX_pos',), tags: ('NNS',)",17
"words: ('PREFIX_poss',), tags: ('NNS',)",2
"words: ('SUFFIX_ties',), tags: ('NNS',)",168
"words: ('Among', 'the'), tags: ('IN', 'DT', 'NNS')",5
"words: ('Length_12-14',), tags: ('NNS',)",142
"words: (), tags: ('IN', 'DT', 'NNS')",290
"words: (), tags: ('NNS', 'DT')",110
"words: (), tags: ('DT', 'NNS', 'DT')",4
"words: ('the', 'Treasury'), tags: ('DT', 'NNP')",14
"words: ('the',), tags: ('DT', 'NNP')",849
"words: (), tags: ('NNS', 'DT', 'NNP')",3
"words: ('PREFIX_c',), tags: ('VBG',)",168
"words: ('PREFIX_co',), tags: ('VBG',)",101
"words: ('PREFIX_con',), tags: ('VBG',)",53
"words: ('PREFIX_cons',), tags: ('VBG',)",20
"words: ('SUFFIX_ring',), tags: ('VBG',)",139
"words: ('considering',), tags: ('VBG',)",14
"words: ('is', 'considering'), tags: ('VBZ', 'VBG')",5
"words: ('is',), tags: ('VBZ', 'VBG')",147
"words: ('Length_10-12',), tags: ('VBG',)",132
"words: (), tags: ('VBZ', 'VBG')",174
"words: (), tags: ('NNP', 'VBZ', 'VBG')",36
"words: ('PREFIX_a',), tags: ('VBP',)",517
"words: ('PREFIX_ar',), tags: ('VBP',)",486
"words: ('PREFIX_are',), tags: ('VBP',)",475
"words: ('SUFFIX_re',), tags: ('VBP',)",529
"words: ('SUFFIX_are',), tags: ('VBP',)",477
"words: ('are',), tags: ('VBP',)",475
"words: ('PREFIX_r',), tags: ('NNS',)",412
"words: ('PREFIX_re',), tags: ('NNS',)",253
"words: ('PREFIX_req',), tags: ('NNS',)",16
"words: ('PREFIX_requ',), tags: ('NNS',)",16
"words: ('SUFFIX_ts',), tags: ('NNS',)",1209
"words: ('SUFFIX_nts',), tags: ('NNS',)",389
"words: ('SUFFIX_ents',), tags: ('NNS',)",282
"words: ('requirements',), tags: ('NNS',)",11
"words: ('are',), tags: ('VBP', 'NNS')",11
"words: (), tags: ('VBP', 'NNS')",48
"words: ('PREFIX_t',), tags: ('IN',)",1037
"words: ('PREFIX_th',), tags: ('IN',)",1019
"words: ('PREFIX_tha',), tags: ('IN',)",903
"words: ('PREFIX_that',), tags: ('IN',)",713
"words: ('SUFFIX_t',), tags: ('IN',)",1653
"words: ('SUFFIX_at',), tags: ('IN',)",1247
"words: ('SUFFIX_hat',), tags: ('IN',)",714
"words: ('SUFFIX_that',), tags: ('IN',)",713
"words: ('that',), tags: ('IN',)",713
"words: (), tags: ('VBP', 'NNS', 'IN')",18
"words: ('PREFIX_b',), tags: ('NNS',)",368
"words: ('PREFIX_ba',), tags: ('NNS',)",77
"words: ('PREFIX_ban',), tags: ('NNS',)",47
"words: ('PREFIX_bank',), tags: ('NNS',)",46
"words: ('SUFFIX_ks',), tags: ('NNS',)",236
"words: ('SUFFIX_nks',), tags: ('NNS',)",40
"words: ('SUFFIX_anks',), tags: ('NNS',)",37
"words: ('banks',), tags: ('NNS',)",35
"words: ('that',), tags: ('IN', 'NNS')",32
"words: ('Length_4-6',), tags: ('NNS',)",2871
"words: (), tags: ('IN', 'NNS')",732
"words: (), tags: ('NNS', 'IN', 'NNS')",137
"words: ('PREFIX_k',), tags: ('VB',)",43
"words: ('PREFIX_ke',), tags: ('VB',)",26
"words: ('PREFIX_kee',), tags: ('VB',)",26
"words: ('PREFIX_keep',), tags: ('VB',)",26
"words: ('SUFFIX_p',), tags: ('VB',)",102
"words: ('SUFFIX_ep',), tags: ('VB',)",28
"words: ('SUFFIX_eep',), tags: ('VB',)",26
"words: ('SUFFIX_keep',), tags: ('VB',)",26
"words: ('keep',), tags: ('VB',)",26
"words: (), tags: ('VB',)",6936
"words: ('Is_alnum',), tags: ('VB',)",3465
"words: ('Length_2-4',), tags: ('VB',)",1256
"words: (), tags: ('NNS', 'VB')",23
"words: ('PREFIX_rec',), tags: ('NNS',)",14
"words: ('PREFIX_reco',), tags: ('NNS',)",6
"words: ('SUFFIX_ds',), tags: ('NNS',)",340
"words: ('SUFFIX_rds',), tags: ('NNS',)",29
"words: ('SUFFIX_ords',), tags: ('NNS',)",10
"words: (), tags: ('VB', 'NNS')",167
"words: ('PREFIX_i',), tags: ('VBG',)",103
"words: ('PREFIX_iden',), tags: ('VBG',)",2
"words: ('SUFFIX_ying',), tags: ('VBG',)",122
"words: (), tags: ('NNS', 'VBG')",111
"words: (), tags: ('VB', 'NNS', 'VBG')",5
"words: (), tags: ('VBG', 'DT')",374
"words: (), tags: ('NNS', 'VBG', 'DT')",22
"words: ('PREFIX_o',), tags: ('NNS',)",267
"words: ('PREFIX_or',), tags: ('NNS',)",44
"words: ('PREFIX_orig',), tags: ('NNS',)",2
"words: ('SUFFIX_rs',), tags: ('NNS',)",1336
"words: ('SUFFIX_ors',), tags: ('NNS',)",266
"words: ('SUFFIX_tors',), tags: ('NNS',)",234
"words: (), tags: ('VBG', 'DT', 'NNS')",28
"words: (), tags: ('DT', 'NNS', 'CC')",40
"words: ('and',), tags: ('CC', 'NNS')",172
"words: ('Length_8-10',), tags: ('NNS',)",1624
"words: (), tags: ('CC', 'NNS')",212
"words: (), tags: ('NNS', 'CC', 'NNS')",123
"words: ('PREFIX_o',), tags: ('IN',)",3792
"words: ('PREFIX_of',), tags: ('IN',)",2939
"words: ('SUFFIX_f',), tags: ('IN',)",3091
"words: ('SUFFIX_of',), tags: ('IN',)",2925
"words: ('of',), tags: ('IN',)",2925
"words: (), tags: ('CC', 'NNS', 'IN')",50
"words: ('PREFIX_i',), tags: ('JJ',)",268
"words: ('PREFIX_in',), tags: ('JJ',)",194
"words: ('PREFIX_int',), tags: ('JJ',)",57
"words: ('PREFIX_inte',), tags: ('JJ',)",55
"words: ('SUFFIX_l',), tags: ('JJ',)",1212
"words: ('SUFFIX_al',), tags: ('JJ',)",1055
"words: ('SUFFIX_nal',), tags: ('JJ',)",214
"words: ('SUFFIX_onal',), tags: ('JJ',)",171
"words: ('international',), tags: ('JJ',)",23
"words: ('of', 'international'), tags: ('IN', 'JJ')",6
"words: ('of',), tags: ('IN', 'JJ')",299
"words: ('Length_12-14',), tags: ('JJ',)",292
"words: (), tags: ('IN', 'JJ')",1145
"words: (), tags: ('NNS', 'IN', 'JJ')",200
"words: ('PREFIX_w',), tags: ('NN',)",421
"words: ('PREFIX_wi',), tags: ('NN',)",37
"words: ('PREFIX_wire',), tags: ('NN',)",9
"words: ('SUFFIX_re',), tags: ('NN',)",362
"words: ('SUFFIX_ire',), tags: ('NN',)",28
"words: ('SUFFIX_wire',), tags: ('NN',)",9
"words: ('wire',), tags: ('NN',)",9
"words: ('international',), tags: ('JJ', 'NN')",17
"words: ('of', 'international'), tags: ('IN', 'JJ', 'NN')",5
"words: (), tags: ('IN', 'JJ', 'NN')",347
"words: ('PREFIX_t',), tags: ('NNS',)",334
"words: ('PREFIX_tr',), tags: ('NNS',)",91
"words: ('PREFIX_tra',), tags: ('NNS',)",66
"words: ('PREFIX_tran',), tags: ('NNS',)",17
"words: ('SUFFIX_ers',), tags: ('NNS',)",857
"words: ('SUFFIX_fers',), tags: ('NNS',)",14
"words: (), tags: ('NNS', '.')",1026
"words: (), tags: ('NN', 'NNS', '.')",189
"words: (), tags: ('NNS', '.', '┬─┬')",982
"words: ('PREFIX_A',), tags: ('DT',)",130
"words: ('PREFIX_An',), tags: ('DT',)",22
"words: ('PREFIX_Anot',), tags: ('DT',)",10
"words: ('SUFFIX_r',), tags: ('DT',)",63
"words: ('SUFFIX_er',), tags: ('DT',)",63
"words: ('SUFFIX_her',), tags: ('DT',)",63
"words: ('SUFFIX_ther',), tags: ('DT',)",63
"words: ('Another',), tags: ('DT',)",10
"words: ('┻━┻', 'Another'), tags: ('┻━┻', 'DT')",9
"words: ('┻━┻', '┻━┻', 'Another'), tags: ('┻━┻', '┻━┻', 'DT')",9
"words: ('Length_6-8',), tags: ('DT',)",55
"words: ('PREFIX_s',), tags: ('NN',)",1704
"words: ('PREFIX_su',), tags: ('NN',)",190
"words: ('SUFFIX_n',), tags: ('NN',)",1738
"words: ('SUFFIX_on',), tags: ('NN',)",1245
"words: ('SUFFIX_ion',), tags: ('NN',)",1163
"words: ('SUFFIX_tion',), tags: ('NN',)",948
"words: ('Another',), tags: ('DT', 'NN')",6
"words: ('┻━┻', 'Another'), tags: ('┻━┻', 'DT', 'NN')",5
"words: (), tags: ('┻━┻', 'DT', 'NN')",544
"words: ('PREFIX_w',), tags: ('MD',)",780
"words: ('PREFIX_wo',), tags: ('MD',)",326
"words: ('PREFIX_wou',), tags: ('MD',)",301
"words: ('PREFIX_woul',), tags: ('MD',)",301
"words: ('SUFFIX_d',), tags: ('MD',)",503
"words: ('SUFFIX_ld',), tags: ('MD',)",491
"words: ('SUFFIX_uld',), tags: ('MD',)",491
